campaign_id,company_size,industry,marketing_channel,ad_spend,duration,target_audience,region,device,operating_system,browser,engagement_metric,conversion_rate,success,budget_allocation,audience_reach,device_conversion_rate,os_conversion_rate,browser_conversion_rate
9097,Nov-50,technology,social media,30766,70,35-54,South America,mobile,Android,Safari,355409,0.416134049,1,439.5142857,444261.25,0.8,0.8,0.7
9098,10-Jan,technology,search engine,39012,24,35-54,Europe,tablet,iOS,Chrome,193437,0.989264761,1,1625.5,241796.25,0.7,0.9,0.9
9099,100+,e-commerce,search engine,28453,38,18-34,Asia-Pacific,mobile,Windows,Chrome,327900,0.187106461,1,748.7631579,327900,0.8,0.7,0.9
9100,Nov-50,technology,content marketing,12893,25,55+,Europe,tablet,iOS,Chrome,119950,0.369515164,1,515.72,199916.6667,0.7,0.9,0.9
9101,Nov-50,finance,email,25792,39,18-34,Africa,mobile,Windows,Safari,254181,0.033458468,1,661.3333333,254181,0.8,0.7,0.7
9102,51-100,services,email,6930,68,55+,Europe,desktop,Android,Chrome,424274,0.914239447,1,101.9117647,707123.3333,0.9,0.8,0.9
9103,Nov-50,retail,social media,20705,28,18-34,Africa,desktop,Android,Chrome,357925,0.622420668,1,739.4642857,357925,0.9,0.8,0.9
9104,51-100,services,content marketing,23902,35,suburban,Africa,mobile,Android,Chrome,30592,0.587836611,0,682.9142857,33991.11111,0.8,0.8,0.9
9105,10-Jan,manufacturing,email,5047,10,urban,North America,tablet,Android,Firefox,287760,0.048730516,1,504.7,239800,0.7,0.8,0.8
9106,Nov-50,services,search engine,5133,56,urban,Africa,desktop,iOS,Firefox,213532,0.098999614,1,91.66071429,177943.3333,0.9,0.9,0.8
9107,10-Jan,manufacturing,email,27059,82,suburban,Africa,desktop,Windows,Chrome,43769,0.790274388,1,329.9878049,48632.22222,0.9,0.7,0.9
9108,100+,e-commerce,content marketing,16238,10,55+,Asia-Pacific,tablet,Android,Safari,438286,0.549472117,1,1623.8,730476.6667,0.7,0.8,0.7
9109,Nov-50,finance,influencer,40132,11,35-54,South America,desktop,Android,Firefox,208952,0.1990095,0,3648.363636,261190,0.9,0.8,0.8
9110,51-100,technology,search engine,41277,89,35-54,Europe,mobile,iOS,Safari,53662,0.549815921,1,463.7865169,67077.5,0.8,0.9,0.7
9111,100+,retail,email,33082,45,urban,Asia-Pacific,tablet,iOS,Safari,6866,0.968115659,0,735.1555556,5721.666667,0.7,0.9,0.7
9112,Nov-50,manufacturing,search engine,48093,63,35-54,South America,mobile,Android,Safari,97001,0.103699618,0,763.3809524,121251.25,0.8,0.8,0.7
9113,Nov-50,retail,social media,45764,37,55+,North America,mobile,iOS,Chrome,424274,0.970206301,0,1236.864865,707123.3333,0.8,0.9,0.9
9114,Nov-50,manufacturing,search engine,27368,13,35-54,Asia-Pacific,tablet,iOS,Safari,163612,0.775088269,1,2105.230769,204515,0.7,0.9,0.7
9115,Nov-50,manufacturing,email,40239,18,18-34,Asia-Pacific,desktop,Android,Safari,254975,0.144231061,1,2235.5,254975,0.9,0.8,0.7
9116,Nov-50,manufacturing,social media,7434,16,suburban,North America,mobile,Android,Safari,385843,0.814679772,1,464.625,428714.4444,0.8,0.8,0.7
9117,51-100,services,social media,9335,35,urban,Africa,desktop,Android,Chrome,53220,0.74402105,1,266.7142857,44350,0.9,0.8,0.9
9118,100+,services,social media,21023,19,35-54,North America,mobile,Android,Firefox,74234,0.573922445,1,1106.473684,92792.5,0.8,0.8,0.8
9119,100+,retail,influencer,24906,76,55+,Europe,tablet,Windows,Firefox,5867,0.774360102,1,327.7105263,9778.333333,0.7,0.7,0.8
9120,100+,finance,influencer,23689,37,35-54,North America,tablet,Windows,Safari,497751,0.141247268,1,640.2432432,622188.75,0.7,0.7,0.7
9121,100+,services,social media,26671,15,suburban,Asia-Pacific,tablet,Windows,Firefox,373024,0.721622763,1,1778.066667,414471.1111,0.7,0.7,0.8
9122,Nov-50,e-commerce,email,31386,57,18-34,North America,desktop,iOS,Chrome,496299,0.640929412,1,550.6315789,496299,0.9,0.9,0.9
9123,51-100,services,social media,27065,22,rural,Europe,mobile,iOS,Chrome,343629,0.284683018,1,1230.227273,490898.5714,0.8,0.9,0.9
9124,100+,finance,social media,12443,65,urban,Africa,tablet,iOS,Chrome,5476,0.690372106,0,191.4307692,4563.333333,0.7,0.9,0.9
9125,Nov-50,finance,search engine,49014,64,urban,Africa,mobile,Windows,Firefox,287598,0.67885093,1,765.84375,239665,0.8,0.7,0.8
9126,100+,retail,search engine,20665,17,55+,South America,mobile,iOS,Safari,311403,0.239038178,1,1215.588235,519005,0.8,0.9,0.7
9127,Nov-50,finance,search engine,45542,42,18-34,South America,tablet,Windows,Safari,240210,0.147686266,1,1084.333333,240210,0.7,0.7,0.7
9128,51-100,manufacturing,content marketing,26233,7,35-54,Europe,mobile,Windows,Safari,436098,0.362269224,1,3747.571429,545122.5,0.8,0.7,0.7
9129,51-100,finance,search engine,41968,27,35-54,South America,mobile,Windows,Firefox,434641,0.399161631,1,1554.37037,543301.25,0.8,0.7,0.8
9130,100+,services,search engine,28481,50,rural,Africa,tablet,Windows,Safari,376071,0.824153995,1,569.62,537244.2857,0.7,0.7,0.7
9131,Nov-50,services,email,10022,43,rural,Africa,mobile,iOS,Firefox,170283,0.436079213,1,233.0697674,243261.4286,0.8,0.9,0.8
9132,51-100,technology,influencer,45707,12,rural,South America,tablet,Android,Firefox,465467,0.736595427,1,3808.916667,664952.8571,0.7,0.8,0.8
9133,Nov-50,manufacturing,influencer,14145,20,55+,North America,desktop,iOS,Safari,240830,0.462699097,1,707.25,401383.3333,0.9,0.9,0.7
9134,Nov-50,technology,influencer,39441,7,18-34,Africa,mobile,iOS,Chrome,392576,0.067128295,1,5634.428571,392576,0.8,0.9,0.9
9135,51-100,services,content marketing,48064,14,55+,South America,tablet,Android,Safari,260067,0.652743568,0,3433.142857,433445,0.7,0.8,0.7
9136,Nov-50,technology,social media,46199,50,suburban,South America,desktop,Windows,Chrome,49999,0.895386165,1,923.98,55554.44444,0.9,0.7,0.9
9137,51-100,services,search engine,27954,89,suburban,Europe,mobile,iOS,Chrome,334005,0.518318981,1,314.0898876,371116.6667,0.8,0.9,0.9
9138,Nov-50,e-commerce,email,36336,81,35-54,Europe,tablet,Windows,Chrome,283948,0.702056934,1,448.5925926,354935,0.7,0.7,0.9
9139,Nov-50,finance,content marketing,48584,33,suburban,Africa,mobile,Windows,Firefox,42759,0.77883937,1,1472.242424,47510,0.8,0.7,0.8
9140,51-100,finance,influencer,40817,42,55+,Asia-Pacific,desktop,Windows,Firefox,227682,0.467384101,1,971.8333333,379470,0.9,0.7,0.8
9141,Nov-50,finance,content marketing,44051,48,urban,South America,mobile,iOS,Chrome,20617,0.249799225,1,917.7291667,17180.83333,0.8,0.9,0.9
9142,10-Jan,healthcare,email,31685,26,suburban,North America,tablet,Android,Chrome,294321,0.860071803,1,1218.653846,327023.3333,0.7,0.8,0.9
9143,100+,technology,content marketing,25631,14,55+,Asia-Pacific,mobile,iOS,Chrome,495472,0.828688924,1,1830.785714,825786.6667,0.8,0.9,0.9
9144,Nov-50,retail,influencer,11574,52,urban,South America,mobile,Android,Safari,48907,0.85948976,1,222.5769231,40755.83333,0.8,0.8,0.7
9145,51-100,e-commerce,social media,37381,58,urban,Asia-Pacific,mobile,Android,Chrome,496535,0.825782597,1,644.5,413779.1667,0.8,0.8,0.9
9146,Nov-50,services,influencer,31039,32,rural,South America,desktop,Android,Firefox,255867,0.133112062,1,969.96875,365524.2857,0.9,0.8,0.8
9147,Nov-50,services,influencer,10331,41,rural,South America,desktop,iOS,Chrome,311072,0.414712583,1,251.9756098,444388.5714,0.9,0.9,0.9
9148,Nov-50,finance,influencer,35412,66,suburban,Asia-Pacific,mobile,Windows,Safari,420170,0.191536967,1,536.5454545,466855.5556,0.8,0.7,0.7
9149,Nov-50,services,content marketing,23321,9,18-34,Europe,desktop,Android,Safari,15537,0.155191417,1,2591.222222,15537,0.9,0.8,0.7
9150,Nov-50,finance,email,29757,10,rural,South America,desktop,Windows,Chrome,413355,0.781498992,1,2975.7,590507.1429,0.9,0.7,0.9
9151,Nov-50,retail,influencer,22458,68,suburban,Africa,tablet,Android,Chrome,5871,0.481340884,1,330.2647059,6523.333333,0.7,0.8,0.9
9152,Nov-50,healthcare,content marketing,19058,70,suburban,Asia-Pacific,desktop,iOS,Safari,101271,0.090700988,1,272.2571429,112523.3333,0.9,0.9,0.7
9153,10-Jan,e-commerce,email,40341,56,18-34,Europe,desktop,iOS,Chrome,473538,0.406087567,1,720.375,473538,0.9,0.9,0.9
9154,Nov-50,services,social media,40165,25,suburban,North America,desktop,iOS,Safari,135237,0.993299876,1,1606.6,150263.3333,0.9,0.9,0.7
9155,10-Jan,finance,influencer,5418,49,55+,South America,mobile,Windows,Safari,12743,0.212389337,1,110.5714286,21238.33333,0.8,0.7,0.7
9156,10-Jan,services,search engine,22023,88,18-34,South America,mobile,iOS,Firefox,421944,0.397163446,1,250.2613636,421944,0.8,0.9,0.8
9157,100+,services,content marketing,42357,20,55+,Africa,desktop,iOS,Chrome,345575,0.594510495,1,2117.85,575958.3333,0.9,0.9,0.9
9158,51-100,services,social media,21742,20,urban,Europe,tablet,Windows,Firefox,469998,0.199588444,0,1087.1,391665,0.7,0.7,0.8
9159,51-100,e-commerce,social media,23187,60,18-34,South America,desktop,Android,Firefox,255771,0.967759937,1,386.45,255771,0.9,0.8,0.8
9160,Nov-50,services,social media,42972,35,urban,Europe,tablet,Windows,Chrome,439629,0.634902615,1,1227.771429,366357.5,0.7,0.7,0.9
9161,100+,technology,content marketing,45657,9,rural,South America,tablet,Android,Firefox,162376,0.229408869,1,5073,231965.7143,0.7,0.8,0.8
9162,51-100,manufacturing,email,9439,79,35-54,North America,desktop,iOS,Firefox,424780,0.446603267,1,119.4810127,530975,0.9,0.9,0.8
9163,51-100,retail,search engine,31794,11,35-54,Africa,tablet,Android,Firefox,316010,0.360898819,1,2890.363636,395012.5,0.7,0.8,0.8
9164,Nov-50,e-commerce,email,14905,11,55+,North America,tablet,iOS,Safari,250778,0.122310758,1,1355,417963.3333,0.7,0.9,0.7
9165,100+,finance,influencer,5865,51,urban,North America,tablet,iOS,Firefox,468193,0.284603693,0,115,390160.8333,0.7,0.9,0.8
9166,100+,finance,search engine,31643,70,urban,Asia-Pacific,desktop,iOS,Safari,3759,0.553717975,1,452.0428571,3132.5,0.9,0.9,0.7
9167,100+,e-commerce,email,31926,70,18-34,North America,tablet,Windows,Chrome,250344,0.08810924,1,456.0857143,250344,0.7,0.7,0.9
9168,10-Jan,manufacturing,influencer,46735,49,35-54,Africa,desktop,Windows,Safari,27110,0.048300365,1,953.7755102,33887.5,0.9,0.7,0.7
9169,Nov-50,e-commerce,search engine,49228,49,55+,Africa,mobile,Windows,Chrome,433731,0.541332962,1,1004.653061,722885,0.8,0.7,0.9
9170,Nov-50,finance,content marketing,36046,57,55+,South America,desktop,Windows,Chrome,294731,0.434068689,1,632.3859649,491218.3333,0.9,0.7,0.9
9171,Nov-50,healthcare,influencer,9671,19,18-34,North America,mobile,Windows,Firefox,348503,0.188255325,1,509,348503,0.8,0.7,0.8
9172,100+,finance,email,46320,79,18-34,Europe,mobile,iOS,Chrome,157603,0.712749528,1,586.3291139,157603,0.8,0.9,0.9
9173,10-Jan,services,search engine,29871,74,rural,Asia-Pacific,desktop,iOS,Safari,44102,0.087876701,1,403.6621622,63002.85714,0.9,0.9,0.7
9174,10-Jan,manufacturing,influencer,6426,75,55+,Asia-Pacific,mobile,iOS,Safari,407111,0.27039811,0,85.68,678518.3333,0.8,0.9,0.7
9175,Nov-50,services,influencer,33085,13,18-34,Asia-Pacific,desktop,iOS,Firefox,194543,0.101293867,1,2545,194543,0.9,0.9,0.8
9176,10-Jan,manufacturing,content marketing,32392,84,rural,Africa,desktop,Android,Firefox,22081,0.727607394,1,385.6190476,31544.28571,0.9,0.8,0.8
9177,Nov-50,retail,influencer,43262,48,urban,Africa,tablet,Windows,Firefox,249185,0.632720818,1,901.2916667,207654.1667,0.7,0.7,0.8
9178,51-100,e-commerce,search engine,16057,11,55+,South America,mobile,Android,Chrome,410884,0.188454403,1,1459.727273,684806.6667,0.8,0.8,0.9
9179,Nov-50,healthcare,social media,38460,53,suburban,North America,desktop,Android,Chrome,105996,0.557368219,1,725.6603774,117773.3333,0.9,0.8,0.9
9180,10-Jan,retail,search engine,34171,54,35-54,Africa,desktop,Android,Chrome,115942,0.696472304,1,632.7962963,144927.5,0.9,0.8,0.9
9181,Nov-50,finance,search engine,21236,53,35-54,Asia-Pacific,mobile,Windows,Chrome,174333,0.034169417,1,400.6792453,217916.25,0.8,0.7,0.9
9182,Nov-50,services,content marketing,38835,14,suburban,Africa,mobile,iOS,Firefox,221577,0.6632214,1,2773.928571,246196.6667,0.8,0.9,0.8
9183,10-Jan,finance,content marketing,6132,27,suburban,North America,mobile,iOS,Chrome,324951,0.311522763,1,227.1111111,361056.6667,0.8,0.9,0.9
9184,51-100,finance,influencer,12612,30,urban,Africa,mobile,Android,Safari,479564,0.135245547,1,420.4,399636.6667,0.8,0.8,0.7
9185,51-100,finance,content marketing,36824,19,55+,North America,desktop,iOS,Safari,412293,0.821154303,1,1938.105263,687155,0.9,0.9,0.7
9186,51-100,finance,influencer,14433,21,18-34,South America,mobile,Windows,Firefox,194854,0.606130948,0,687.2857143,194854,0.8,0.7,0.8
9187,51-100,finance,social media,35868,59,35-54,Africa,desktop,iOS,Firefox,222897,0.546532951,1,607.9322034,278621.25,0.9,0.9,0.8
9188,10-Jan,retail,email,5946,78,suburban,North America,mobile,iOS,Safari,231760,0.836462892,0,76.23076923,257511.1111,0.8,0.9,0.7
9189,100+,services,content marketing,49107,37,55+,North America,tablet,Windows,Chrome,249297,0.265111868,1,1327.216216,415495,0.7,0.7,0.9
9190,100+,technology,content marketing,6615,77,18-34,Europe,mobile,Android,Chrome,343793,0.014127034,1,85.90909091,343793,0.8,0.8,0.9
9191,100+,healthcare,social media,17851,57,35-54,South America,mobile,Android,Firefox,51892,0.948727222,0,313.1754386,64865,0.8,0.8,0.8
9192,10-Jan,finance,content marketing,13254,53,55+,Africa,desktop,Windows,Firefox,399026,0.262767115,1,250.0754717,665043.3333,0.9,0.7,0.8
9193,100+,retail,social media,27099,45,35-54,Europe,desktop,Android,Safari,28655,0.633348181,1,602.2,35818.75,0.9,0.8,0.7
9194,100+,services,influencer,38161,87,urban,Africa,tablet,Android,Safari,329610,0.977032251,1,438.6321839,274675,0.7,0.8,0.7
9195,100+,technology,content marketing,37598,63,35-54,Asia-Pacific,tablet,Android,Firefox,151116,0.23362217,1,596.7936508,188895,0.7,0.8,0.8
9196,10-Jan,finance,content marketing,31102,56,urban,Asia-Pacific,mobile,Android,Chrome,182991,0.992723047,1,555.3928571,152492.5,0.8,0.8,0.9
9197,51-100,services,influencer,28918,63,urban,North America,desktop,Windows,Safari,10177,0.538656437,1,459.015873,8480.833333,0.9,0.7,0.7
9198,100+,services,content marketing,14693,41,urban,Europe,mobile,Android,Chrome,368545,0.958968705,1,358.3658537,307120.8333,0.8,0.8,0.9
9199,51-100,retail,search engine,43970,13,18-34,North America,desktop,Android,Chrome,292116,0.086039492,1,3382.307692,292116,0.9,0.8,0.9
9200,Nov-50,services,social media,20154,59,rural,North America,desktop,Windows,Firefox,156574,0.531023729,1,341.5932203,223677.1429,0.9,0.7,0.8
9201,100+,e-commerce,email,5388,16,18-34,North America,desktop,iOS,Chrome,227734,0.944365591,1,336.75,227734,0.9,0.9,0.9
9202,Nov-50,services,search engine,41265,45,urban,Asia-Pacific,desktop,Windows,Firefox,246826,0.155528886,1,917,205688.3333,0.9,0.7,0.8
9203,Nov-50,finance,email,18901,64,55+,North America,tablet,Android,Firefox,90451,0.275206921,1,295.328125,150751.6667,0.7,0.8,0.8
9204,Nov-50,e-commerce,search engine,34307,41,rural,North America,desktop,Windows,Chrome,238982,0.212474109,1,836.7560976,341402.8571,0.9,0.7,0.9
9205,100+,manufacturing,search engine,12669,65,rural,North America,tablet,Windows,Safari,354582,0.965445971,1,194.9076923,506545.7143,0.7,0.7,0.7
9206,10-Jan,finance,search engine,40339,28,urban,North America,tablet,Windows,Chrome,376406,0.263532792,1,1440.678571,313671.6667,0.7,0.7,0.9
9207,Nov-50,finance,social media,28092,15,55+,Europe,mobile,Windows,Firefox,282327,0.12095562,1,1872.8,470545,0.8,0.7,0.8
9208,51-100,finance,email,36924,14,35-54,Africa,mobile,iOS,Chrome,293506,0.796806062,1,2637.428571,366882.5,0.8,0.9,0.9
9209,51-100,manufacturing,influencer,31560,64,18-34,Europe,tablet,Windows,Safari,107095,0.513504424,0,493.125,107095,0.7,0.7,0.7
9210,Nov-50,finance,influencer,31857,28,55+,South America,tablet,Android,Chrome,907,0.589896457,1,1137.75,1511.666667,0.7,0.8,0.9
9211,100+,e-commerce,content marketing,46034,46,rural,Europe,tablet,iOS,Chrome,296456,0.606814262,0,1000.73913,423508.5714,0.7,0.9,0.9
9212,100+,healthcare,social media,26014,34,55+,South America,desktop,Windows,Firefox,108785,0.613005653,1,765.1176471,181308.3333,0.9,0.7,0.8
9213,10-Jan,technology,social media,39198,52,55+,Asia-Pacific,desktop,Android,Chrome,69462,0.454266945,1,753.8076923,115770,0.9,0.8,0.9
9214,Nov-50,services,social media,19309,75,suburban,Africa,tablet,Android,Chrome,398877,0.975564418,1,257.4533333,443196.6667,0.7,0.8,0.9
9215,10-Jan,retail,search engine,34925,87,18-34,North America,tablet,Android,Chrome,472799,0.174108775,1,401.4367816,472799,0.7,0.8,0.9
9216,Nov-50,e-commerce,social media,21176,58,suburban,South America,tablet,Android,Safari,19583,0.957860167,1,365.1034483,21758.88889,0.7,0.8,0.7
9217,Nov-50,finance,influencer,26375,17,35-54,Asia-Pacific,mobile,iOS,Chrome,12632,0.292404132,1,1551.470588,15790,0.8,0.9,0.9
9218,100+,manufacturing,social media,10067,28,55+,Africa,mobile,Android,Chrome,225391,0.189918357,1,359.5357143,375651.6667,0.8,0.8,0.9
9219,100+,technology,search engine,37143,53,18-34,South America,desktop,Android,Chrome,289228,0.62573258,1,700.8113208,289228,0.9,0.8,0.9
9220,10-Jan,services,email,23422,19,rural,Asia-Pacific,desktop,Android,Safari,220329,0.891849614,0,1232.736842,314755.7143,0.9,0.8,0.7
9221,10-Jan,services,social media,25517,51,18-34,North America,mobile,Android,Chrome,370087,0.362922023,1,500.3333333,370087,0.8,0.8,0.9
9222,Nov-50,finance,email,33514,81,18-34,Asia-Pacific,desktop,iOS,Chrome,34500,0.075424856,1,413.7530864,34500,0.9,0.9,0.9
9223,Nov-50,finance,content marketing,7215,75,55+,Asia-Pacific,desktop,Windows,Chrome,403099,0.536533984,1,96.2,671831.6667,0.9,0.7,0.9
9224,Nov-50,finance,search engine,24740,84,rural,North America,tablet,Windows,Safari,369768,0.98516674,1,294.5238095,528240,0.7,0.7,0.7
9225,100+,services,social media,21486,28,urban,South America,tablet,Windows,Firefox,461292,0.389561332,1,767.3571429,384410,0.7,0.7,0.8
9226,100+,services,content marketing,29720,73,urban,Asia-Pacific,mobile,iOS,Firefox,179873,0.019950198,1,407.1232877,149894.1667,0.8,0.9,0.8
9227,Nov-50,retail,content marketing,13946,41,urban,North America,tablet,Windows,Firefox,153802,0.500876296,1,340.1463415,128168.3333,0.7,0.7,0.8
9228,100+,manufacturing,email,17249,38,suburban,South America,desktop,Android,Chrome,463285,0.383742988,1,453.9210526,514761.1111,0.9,0.8,0.9
9229,Nov-50,services,influencer,28187,44,55+,North America,tablet,iOS,Safari,336963,0.066686152,1,640.6136364,561605,0.7,0.9,0.7
9230,51-100,healthcare,influencer,44064,64,35-54,Europe,desktop,Windows,Firefox,112706,0.874826994,1,688.5,140882.5,0.9,0.7,0.8
9231,Nov-50,manufacturing,influencer,11462,46,suburban,South America,mobile,Windows,Safari,495327,0.618764499,1,249.173913,550363.3333,0.8,0.7,0.7
9232,10-Jan,services,influencer,47790,27,18-34,Europe,tablet,Windows,Safari,320389,0.154209171,1,1770,320389,0.7,0.7,0.7
9233,100+,services,search engine,16901,55,urban,Asia-Pacific,mobile,iOS,Chrome,45067,0.925951353,0,307.2909091,37555.83333,0.8,0.9,0.9
9234,Nov-50,retail,social media,5082,45,18-34,Asia-Pacific,tablet,iOS,Chrome,303166,0.576243607,1,112.9333333,303166,0.7,0.9,0.9
9235,51-100,healthcare,social media,47271,67,suburban,Asia-Pacific,tablet,Android,Safari,294344,0.689195897,1,705.5373134,327048.8889,0.7,0.8,0.7
9236,Nov-50,manufacturing,search engine,29347,16,rural,South America,tablet,iOS,Firefox,265672,0.583415808,1,1834.1875,379531.4286,0.7,0.9,0.8
9237,10-Jan,retail,email,10752,46,urban,Africa,mobile,iOS,Safari,100063,0.978352984,1,233.7391304,83385.83333,0.8,0.9,0.7
9238,10-Jan,e-commerce,social media,33270,64,55+,South America,tablet,Android,Firefox,224473,0.890636089,1,519.84375,374121.6667,0.7,0.8,0.8
9239,Nov-50,finance,content marketing,43990,51,urban,South America,desktop,Windows,Safari,3279,0.016519435,1,862.5490196,2732.5,0.9,0.7,0.7
9240,51-100,finance,social media,49891,23,urban,Africa,tablet,Windows,Firefox,224624,0.014591816,1,2169.173913,187186.6667,0.7,0.7,0.8
9241,Nov-50,technology,search engine,8668,74,rural,South America,tablet,iOS,Firefox,16871,0.488180818,1,117.1351351,24101.42857,0.7,0.9,0.8
9242,51-100,e-commerce,email,25630,16,urban,Europe,desktop,Android,Safari,169068,0.314061842,1,1601.875,140890,0.9,0.8,0.7
9243,51-100,retail,social media,15995,68,suburban,Africa,mobile,Windows,Safari,439083,0.538873219,1,235.2205882,487870,0.8,0.7,0.7
9244,51-100,technology,search engine,39830,38,urban,Africa,mobile,Android,Safari,212817,0.338352601,1,1048.157895,177347.5,0.8,0.8,0.7
9245,Nov-50,finance,content marketing,33772,78,rural,Europe,desktop,Android,Safari,407529,0.87820463,1,432.974359,582184.2857,0.9,0.8,0.7
9246,100+,finance,influencer,46739,48,suburban,Africa,tablet,iOS,Safari,232836,0.169797139,1,973.7291667,258706.6667,0.7,0.9,0.7
9247,Nov-50,finance,content marketing,40166,51,18-34,Africa,desktop,Windows,Firefox,448553,0.057277705,1,787.5686275,448553,0.9,0.7,0.8
9248,Nov-50,e-commerce,content marketing,16196,82,55+,Europe,desktop,Android,Firefox,282771,0.342918195,1,197.5121951,471285,0.9,0.8,0.8
9249,10-Jan,finance,email,23714,27,urban,North America,tablet,Windows,Safari,134580,0.139140288,1,878.2962963,112150,0.7,0.7,0.7
9250,Nov-50,technology,social media,35368,33,suburban,North America,desktop,Windows,Firefox,194056,0.59151895,1,1071.757576,215617.7778,0.9,0.7,0.8
9251,10-Jan,finance,influencer,33836,36,urban,North America,mobile,Windows,Firefox,399920,0.472492402,1,939.8888889,333266.6667,0.8,0.7,0.8
9252,51-100,manufacturing,search engine,21811,80,urban,Europe,mobile,Windows,Firefox,176889,0.707964068,0,272.6375,147407.5,0.8,0.7,0.8
9253,Nov-50,services,influencer,26761,7,rural,Asia-Pacific,mobile,Android,Firefox,440597,0.072793681,1,3823,629424.2857,0.8,0.8,0.8
9254,Nov-50,manufacturing,social media,32066,15,urban,South America,desktop,Windows,Firefox,309110,0.754388117,1,2137.733333,257591.6667,0.9,0.7,0.8
9255,51-100,e-commerce,email,39884,9,35-54,Africa,tablet,Android,Firefox,140159,0.276565714,1,4431.555556,175198.75,0.7,0.8,0.8
9256,Nov-50,manufacturing,social media,48281,59,55+,Europe,mobile,iOS,Safari,219098,0.671433363,1,818.3220339,365163.3333,0.8,0.9,0.7
9257,Nov-50,finance,search engine,10441,48,55+,South America,tablet,iOS,Firefox,165592,0.291004222,1,217.5208333,275986.6667,0.7,0.9,0.8
9258,10-Jan,e-commerce,influencer,30961,25,suburban,Europe,tablet,Android,Safari,292387,0.83379083,1,1238.44,324874.4444,0.7,0.8,0.7
9259,51-100,services,content marketing,15146,12,18-34,Africa,mobile,iOS,Chrome,242461,0.834089455,1,1262.166667,242461,0.8,0.9,0.9
9260,10-Jan,e-commerce,social media,38357,13,18-34,Asia-Pacific,desktop,iOS,Firefox,85346,0.306309649,1,2950.538462,85346,0.9,0.9,0.8
9261,Nov-50,manufacturing,email,38266,49,18-34,Europe,mobile,Windows,Safari,197070,0.909554991,1,780.9387755,197070,0.8,0.7,0.7
9262,Nov-50,finance,email,21313,86,urban,South America,desktop,Android,Firefox,273404,0.321037774,1,247.8255814,227836.6667,0.9,0.8,0.8
9263,51-100,services,influencer,45672,42,rural,South America,tablet,Android,Chrome,420047,0.895693429,1,1087.428571,600067.1429,0.7,0.8,0.9
9264,51-100,e-commerce,content marketing,32398,74,suburban,Africa,mobile,Windows,Safari,339371,0.193140057,1,437.8108108,377078.8889,0.8,0.7,0.7
9265,100+,finance,search engine,47489,88,urban,North America,mobile,iOS,Chrome,378832,0.287915127,1,539.6477273,315693.3333,0.8,0.9,0.9
9266,10-Jan,finance,content marketing,14324,88,rural,Africa,desktop,Windows,Chrome,456221,0.884188078,1,162.7727273,651744.2857,0.9,0.7,0.9
9267,Nov-50,e-commerce,influencer,12432,45,35-54,Africa,desktop,Android,Chrome,174083,0.080822761,1,276.2666667,217603.75,0.9,0.8,0.9
9268,Nov-50,finance,content marketing,43724,49,suburban,North America,tablet,Windows,Firefox,445970,0.701785352,1,892.3265306,495522.2222,0.7,0.7,0.8
9269,10-Jan,technology,influencer,25867,43,suburban,Asia-Pacific,mobile,Android,Safari,331612,0.681991589,1,601.5581395,368457.7778,0.8,0.8,0.7
9270,Nov-50,finance,content marketing,39359,34,rural,Europe,mobile,Android,Firefox,497838,0.972159976,1,1157.617647,711197.1429,0.8,0.8,0.8
9271,Nov-50,manufacturing,social media,9407,56,suburban,South America,mobile,iOS,Firefox,493139,0.972276956,1,167.9821429,547932.2222,0.8,0.9,0.8
9272,Nov-50,finance,email,35971,45,rural,Europe,desktop,Android,Chrome,143998,0.480492504,0,799.3555556,205711.4286,0.9,0.8,0.9
9273,51-100,e-commerce,influencer,41492,8,35-54,Europe,desktop,iOS,Firefox,251081,0.658404064,1,5186.5,313851.25,0.9,0.9,0.8
9274,Nov-50,services,influencer,31291,43,suburban,South America,mobile,Windows,Safari,474504,0.155789212,1,727.6976744,527226.6667,0.8,0.7,0.7
9275,51-100,manufacturing,email,49919,72,rural,North America,desktop,iOS,Safari,340049,0.226077178,0,693.3194444,485784.2857,0.9,0.9,0.7
9276,Nov-50,manufacturing,search engine,46069,25,rural,South America,tablet,Windows,Chrome,450701,0.558438725,1,1842.76,643858.5714,0.7,0.7,0.9
9277,Nov-50,finance,influencer,17369,75,35-54,North America,mobile,Windows,Firefox,428492,0.237591915,1,231.5866667,535615,0.8,0.7,0.8
9278,Nov-50,retail,social media,35291,50,18-34,North America,mobile,Windows,Firefox,331525,0.216873331,0,705.82,331525,0.8,0.7,0.8
9279,10-Jan,e-commerce,content marketing,22152,19,rural,Africa,tablet,Android,Chrome,338418,0.02284129,1,1165.894737,483454.2857,0.7,0.8,0.9
9280,10-Jan,manufacturing,social media,5138,28,rural,Asia-Pacific,mobile,iOS,Firefox,326816,0.073343222,1,183.5,466880,0.8,0.9,0.8
9281,Nov-50,manufacturing,influencer,7525,13,suburban,Africa,mobile,Windows,Chrome,382896,0.71142952,1,578.8461538,425440,0.8,0.7,0.9
9282,100+,finance,search engine,14637,8,urban,Asia-Pacific,mobile,Windows,Firefox,348158,0.014331077,1,1829.625,290131.6667,0.8,0.7,0.8
9283,51-100,retail,influencer,39377,68,55+,North America,mobile,iOS,Safari,322806,0.895781489,1,579.0735294,538010,0.8,0.9,0.7
